theta0,theta1,theta2,cost
0.004065484217660034,0.028558942783995754,0.028124373040666967,48.831425145232956
0.00798462907695904,0.055329279597214905,0.0559583169978497,46.7699050975508
0.011880298027512436,0.08243752009936572,0.08285997551687518,45.414618858965284
0.01574076815173423,0.10899198357929826,0.10944183974546519,43.95681627696296
0.01938822054609348,0.13375900470504767,0.1357153623425571,41.9533942668573
0.023106643487333975,0.1578455177992371,0.16088252661203237,40.30693038909404
0.02684455630242534,0.1826348666734281,0.18664532030919523,40.49219788923787
0.030391963336195194,0.20645842393416927,0.21218992669579442,38.82430940890585
0.03391438655561727,0.2296593240023314,0.23725060276084592,37.67420211455703
0.037421024350447175,0.25247240270334037,0.2618551725532295,36.52865332031254
0.04095637413197315,0.2749426369375832,0.28577960085167703,35.308832292375456
0.044430845072328584,0.29685163691476774,0.3099439619075922,34.837133498849724
0.04772346346344635,0.31742698403840697,0.33388045120090465,33.341759210407886
0.05107423077318807,0.33751617850839294,0.3574958701450388,32.39818898564465
0.054341173789978596,0.35785801346934226,0.38053796300391607,31.605252074988833
0.05768123378839537,0.377960070322442,0.4033776218290629,30.965077680765773
0.06097903552345838,0.39760916760277537,0.4256640524898349,29.84079713180027
0.06403299393545192,0.41659006241400026,0.4479589681597021,28.839864583229392
0.06716263653298069,0.43609816368162563,0.46936935830569704,28.00904085199071
0.07036733681722271,0.4551531219363934,0.49128241800822253,28.057095400488716
0.07361088621183814,0.47392415562539003,0.512401590195381,27.074510611801266
0.07666630576201316,0.4919236449440755,0.5332358612151974,25.94664363059522
0.07966619827859302,0.508684952799551,0.5539404449730982,25.079246650136753
0.08264967640153852,0.5255108272535591,0.5744369275047851,24.675045102914382
0.08555562506162662,0.5418560200068391,0.5943784751200587,23.655849541980903
0.08843868817431673,0.5579876417568054,0.6139653369849256,23.15251654409674
0.091307034801281,0.5740606030678972,0.6335146162224862,22.768190694870427
0.09412881943641623,0.5893061495457415,0.6529433615161001,21.89112815949579
0.09689293685888402,0.6044275826903884,0.6716041483108559,21.26071130298734
0.09962637800432189,0.6184942473552095,0.6903944743671784,20.54588164147158
0.102374798425154,0.6324872069516461,0.7086542571575707,20.090844850618662
0.1051290766415461,0.6470829125181534,0.7265751245075247,19.61831969485833
0.10777668835997897,0.6609806978697986,0.744030862638518,18.9579676779389
0.11047193178912047,0.6746340895697348,0.7616453783043746,18.880603645937008
0.1131784017268916,0.6875559390573556,0.7792453984258745,18.42065198267935
0.11578504396744756,0.7005142083002188,0.7961339536474549,17.65478239870989
0.11828751171123247,0.7129223986998902,0.8124870714527749,16.85398947721943
0.12086465125289675,0.7255242369185017,0.8296755262473363,17.26321860644662
0.12336087217203527,0.7369771355718774,0.846419522002795,16.59444629719023
0.12577263192934424,0.7481741099968754,0.8623928931980429,15.862260682556869
0.12833504808068938,0.7598727812597277,0.8782655188692408,15.8466190467063
0.13074241858259908,0.7707852325586202,0.8933360329186181,14.836968101866677
0.1332029846487661,0.7817237486295754,0.9086856026951143,14.853768307851242
0.13564011834010634,0.7925523173982806,0.9233951443934725,14.308293325553064
0.13796607955924878,0.8026621863293774,0.9377953355544458,13.810196000846846
0.14037305052889093,0.8132984513086564,0.9525072032160926,14.061641873457507
0.1426868050612999,0.8231664683430603,0.9667881861157723,13.383635655630146
0.14502305468379284,0.8331450259052162,0.9808142623622207,13.160579236254582
0.1473073814031539,0.8426163393438335,0.9945339726970629,12.744998357606393
0.14956960830251453,0.8519252883802213,1.0087753188721518,12.886953260905507
0.15197569337871444,0.8616566371282891,1.0225245088328039,12.757734066637138
0.15426950510827747,0.8710101348598187,1.0356152191466268,12.05358804685058
0.15652262741208042,0.8799760755010069,1.0489667565782348,12.017057417253472
0.1587477113469164,0.8887586824346366,1.0622044833519244,11.728840882814842
0.16093751046980947,0.8969304455824546,1.0746641512363844,11.068618943141793
0.16305918979767905,0.9050092231031897,1.086726070335233,10.789130879976646
0.16531247183196832,0.9134387601552868,1.0995072477623902,11.284464322702917
0.16750831026864857,0.9211315027007554,1.111567819548447,10.626898258905278
0.1697453666163417,0.9289388122570701,1.123479721948894,10.559234350416116
0.17190469014304827,0.9364699719197417,1.1351937415470652,10.250583830816533
0.1740268529568978,0.9439062206560735,1.1467053539494367,9.997617893741129
0.17613057904159268,0.9512459754902264,1.1581525660425078,9.927561341002084
0.17831243449538797,0.9584625513879138,1.169948942933241,10.061102081694155
0.18043565229706196,0.9656496486585894,1.1809923788456782,9.599342177905271
0.18254512699358194,0.9728564755103772,1.191846990898196,9.268567526952008
0.18457665878353707,0.979354514872792,1.2027938380061003,9.273410208378303
0.18661799559406136,0.9858419134621721,1.213496220786633,9.078969789857052
0.18868212477140253,0.9922935525083862,1.2241634330471185,9.010803747799924
0.1907948795270228,0.998745607689545,1.2345872475404147,8.897649196714564
0.19282749321478868,1.004977330121457,1.2447756211327161,8.573967621857298
0.1948692733663656,1.0108598787403191,1.2548582667197534,8.562413236827222
0.1969083566367749,1.0165409073583191,1.2647383995879051,8.445167383676269
0.19891976427589872,1.0222759801211778,1.274603069720709,8.231139724128296
0.20091345862575904,1.0282479339797606,1.2842682774057428,8.150227579170563
0.20292280116349257,1.0336597699625005,1.2940596289775645,8.136058973749494
0.2048838314897544,1.0392408394527435,1.3033368928793054,7.781566372348438
0.2068226522503607,1.0443776462505672,1.3121511319067674,7.541845229852907
0.20885050275921338,1.0498719729977364,1.321364711211918,7.739271744713652
0.2107888089190628,1.0546956723662577,1.330155817843189,7.4679455127632774
0.21272701139919611,1.0596227912284042,1.3391685939469826,7.488544763397258
0.21470764301191594,1.0648853891731198,1.347564488564122,7.199326040302672
0.21663859908597735,1.0697665850997224,1.3559900126726034,7.154621568743385
0.21855259654233022,1.0744103863247756,1.364107815523828,7.0719979273676685
0.22045956135564743,1.0791946004463713,1.3722594549164888,6.985235427581836
0.22236667041998776,1.0836718535077499,1.3805501521538244,7.02449878714925
0.22428472838589802,1.0881805115273722,1.3888398098868273,6.940315005721337
0.22621157806335462,1.0926189680882104,1.396547052850381,6.819134157399326
0.22810364465264604,1.097041005983071,1.4039571582866375,6.542004697361148
0.22995333431111856,1.1007462480204875,1.4118949284649147,6.728532751998074
0.23182194248551694,1.1046473534255412,1.4194255539215317,6.520933135367738
0.23368833499089892,1.1083905499060789,1.4269025807686821,6.521002007120333
0.23554876136809716,1.1119576142460381,1.434460946460681,6.4408513797785805
0.23744754242007224,1.1157544360890084,1.4416747700494397,6.396207918285705
0.2393133474537893,1.1194923043073925,1.448730361695919,6.311394094468843
0.24121452379940703,1.1233237896917958,1.4557466857315629,6.237531019018385
0.2430881684636659,1.1268422209466478,1.4626237229897552,6.225708293654944
0.24489499633734127,1.130130854800573,1.4694412958877077,6.0735690620933935
0.24672808181171166,1.1335873304390807,1.4763243582521806,6.109033215599298
