theta0,theta1,theta2,cost
0.0029601431894414358,0.018711788021908406,0.032433307656665605,46.74884756733592
0.006780342691664475,0.039714401213369735,0.0633281941089053,46.897079176103546
0.010323147612057073,0.0672757936793877,0.09791195519577314,51.77784549018026
0.013956650631185969,0.0952486708012381,0.12121719749312992,41.59198536047311
0.017530346208097757,0.12073166575684278,0.14453519990558944,40.16860942072314
0.022944676989732345,0.15614936125210307,0.17706750642363797,52.41969324038233
0.02650419816980323,0.18513214669077485,0.20996898206119946,47.60167728886624
0.028718841878768796,0.20535152912861238,0.23773842630499414,37.68476527448523
0.032757163583186186,0.2232421108072875,0.26314815604247643,35.30152519958042
0.035502404269780206,0.24068345036880173,0.2868311694460143,32.64640510458189
0.03870666244265372,0.26504699763973677,0.31087971575159,33.62736190610875
0.041839336374572704,0.2889306652294855,0.33640074980600915,36.99555264436892
0.04646796472398214,0.31492193251496964,0.36160984251958483,37.241989054870444
0.05012867711052461,0.3326573517481678,0.3856364481451537,32.4564720518874
0.053677985916659524,0.35927872357872803,0.4098142398959319,35.18863458519278
0.05735653716263532,0.3819274400305995,0.4300496414676618,28.877700181190587
0.06097443783257308,0.39648719281835026,0.45072963622238904,27.32229523871461
0.06451130180428753,0.4240997240924616,0.4695281144279223,30.0187602901774
0.0662613958561358,0.44102026762223945,0.49105352141229175,24.45046115755917
0.06909081554870324,0.461548513591982,0.5090233072520232,24.708808110609716
0.0730964511962535,0.47325822910091053,0.531955687317884,25.723059745643585
0.07580939254135328,0.4880407235723263,0.5526512064280844,25.099236121505218
0.07971622917579531,0.503112235929384,0.5710323522542535,25.13495437770237
0.08288525205178478,0.5165789336894949,0.596254632716928,27.655421133690087
0.08629163673374515,0.5335100307885621,0.6139364113698679,23.815030264872327
0.08850962341261946,0.5455480669625472,0.6345190950432976,20.928035465802605
0.09161602909323122,0.5636935705902346,0.6522668566313429,21.265061275590124
0.09541096061576396,0.5801906191586538,0.6690057969899055,22.100150221489013
0.09764683825007263,0.5929515920890516,0.6845751021745884,17.596047048756777
0.10165935166504711,0.6104349311570193,0.7009846557431413,20.999454286599242
0.1035224377951965,0.6227378885727742,0.720692480471697,18.86261752367401
0.10716146700789567,0.6416908374360046,0.7354470034254247,20.192799948105915
0.10975264917641518,0.6588180083328454,0.7502484264052626,18.913115350078108
0.11141482833999283,0.6699079367975733,0.7665120996079102,16.211728772810638
0.11323912916238055,0.6800058562761242,0.7830553805864288,15.491628375326709
0.11604939781449998,0.6938150894952724,0.7974706164744956,16.846285850187435
0.11907955574961268,0.7115587950533975,0.8178199392063625,20.665825385871962
0.12114065542217506,0.7215687548129325,0.8343445720830572,16.277296752483355
0.12330983846022486,0.734655156413595,0.8484670466132194,14.920742851888281
0.12663332218032583,0.7471636353431274,0.8692250047388975,19.597989913970174
0.12877175159761056,0.7577285678958059,0.879531159661937,11.86195444637863
0.13183928684629398,0.7743743772358399,0.8921011860163393,15.307483789595388
0.1340631456308695,0.7866178704516116,0.9070966877439564,14.942638206517046
0.13613398986842143,0.7950754778219156,0.9196257121126168,11.910964509162316
0.1390763091834394,0.8063828239603191,0.9387055164046197,16.2661780203172
0.14119977583771637,0.8186363898869805,0.9539265430163981,13.033440749709378
0.14345929172581906,0.8296187430655185,0.9701977962090763,14.21502646409469
0.14569369303280816,0.8383260146497464,0.9893728934904845,15.775140103636414
